지진해일대피소명,지진해일대피소구분,지진해일대피소유형,지진해일대피소유형구분,소재지도로명주소,소재지지번주소,위도,경도,수용가능면적,최대수용인원수,지진해일대피소운영상태,지진해일대피소전화번호,부대편의시설,주민대피지구명,주민대피지구내가구수,주민대피지구내거주인수,주민대피지구내재해약자수,내진적용여부,내진설계등급,해안선이격거리,해발높이,지진대피안내표지판수,긴급대피장소안내표지판수,지진대피로안내표지판수,관리기관명,관리기관전화번호,데이터기준일자
경노회관뒤 골목,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 영덕읍 노물리 45,경상북도 영덕군 영덕읍 노물리 45,36.446431,129.434423884,82.5,25,Y,054-730-6521,,노물지구,,,,미적용,,140,48,,,,영덕군,054-730-6521,2019-06-30
해녀횟집뒤 골목,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 영덕읍 노물리 20,경상북도 영덕군 영덕읍 노물리 20,36.446441,129.434947,82.5,25,Y,054-730-6521,,노물지구,,,,미적용,,160,46,,,,영덕군,054-730-6521,2019-06-30
구)보건소 맞은편,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 영덕읍 노물리 170,경상북도 영덕군 영덕읍 노물리 170,36.446812,129.431069,115.5,35,Y,054-730-6521,,노물지구,,,,미적용,,370,42,,,,영덕군,054-730-6521,2019-06-30
지미슈퍼뒤 공터,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 영덕읍 노물리 70-6,경상북도 영덕군 영덕읍 노물리 70-6,36.447001,129.432930,66,20,Y,054-730-6521,,노물지구,,,,미적용,,250,35,,,,영덕군,054-730-6521,2019-06-30
연국사입구,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 영덕읍 노물리 161-1,경상북도 영덕군 영덕읍 노물리 161-1,36.4478471463,129.430302608,115.5,35,Y,054-730-6521,,노물지구,,,,미적용,,430,54,,,,영덕군,054-730-6521,2019-06-30
경정석산(버스승강장),지진해일대피소,지진해일 긴급대피장소,기타,경상북도 영덕군 축산면 경정리 산26-1,경상북도 영덕군 축산면 경정리 산26-1,36.475093,129.431814,330,100,Y,054-730-6521,,경정3지구,,,,미적용,,200,35,,,,영덕군,054-730-6521,2019-06-30
경정해수욕장 뒷산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 축산면 경정리 산60,경상북도 영덕군 축산면 경정리 산60,36.482615,129.432803,330,100,Y,054-730-6521,,경정1지구,,,,미적용,,100,25,,,,영덕군,054-730-6521,2019-06-30
경정교회 뒷산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 축산면 경정리 산192-1,경상북도 영덕군 축산면 경정리 산192-1,36.484000,129.431000,660,200,Y,054-730-6521,,경정1지구,,,,미적용,,350,30,,,,영덕군,054-730-6521,2019-06-30
축산항초등학교 경정분교뒤 공터,지진해일대피소,지진해일 긴급대피장소,운동장,경상북도 영덕군 축산면 경정리 234,경상북도 영덕군 축산면 경정리 234,36.486086,129.433880357,660,200,Y,054-730-6521,,경정1지구,,,,미적용,,350,20,,,,영덕군,054-730-6521,2019-06-30
태흥모텔 앞 공터,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 축산면 경정리 24,경상북도 영덕군 축산면 경정리 24,36.493652,129.442883,825,250,Y,054-730-6521,,경정2지구,,,,미적용,,150,30,,,,영덕군,054-730-6521,2019-06-30
블루로드길,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 축산면 축산리 산113-2,경상북도 영덕군 축산면 축산리 산113-2,36.501362,129.444205,330,100,Y,054-730-6521,,축산항지구,,,,미적용,,70,40,,,,영덕군,054-730-6521,2019-06-30
죽도산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 축산면 축산리 산106-4,경상북도 영덕군 축산면 축산리 산106-4,36.507654,129.450889,990,300,Y,054-730-6521,,축산항지구,,,,미적용,,400,40,,,,영덕군,054-730-6521,2019-06-30
축산항초교 뒷산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 축산면 축산리 187,경상북도 영덕군 축산면 축산리 187,36.5096824855,129.442324,1320,400,Y,054-730-6521,,축산항지구,,,,미적용,,800,20,,,,영덕군,054-730-6521,2019-06-30
와우산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 축산면 축산리 산20-2,경상북도 영덕군 축산면 축산리 산20-2,36.5096160383,129.447308589,990,300,Y,054-730-6521,,축산항지구,,,,미적용,,100,30,,,,영덕군,054-730-6521,2019-06-30
목너머,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 축산면 축산리 산8-5,경상북도 영덕군 축산면 축산리 산8-5,36.512057,129.443537,1320,400,Y,054-730-6521,,축산항지구,,,,미적용,,70,15,,,,영덕군,054-730-6521,2019-06-30
마을뒤야산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 영해면 사진리 산83,경상북도 영덕군 영해면 사진리 산83,36.520948,129.441682,330,100,Y,054-730-6521,,사진3지구,,,,미적용,,150,20,,,,영덕군,054-730-6521,2019-06-30
마을뒤 공터,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 영해면 사진리 310-4,경상북도 영덕군 영해면 사진리 310-4,36.5311437661,129.439069814,495,150,Y,054-730-6521,,사진2지구,,,,미적용,,150,40,,,,영덕군,054-730-6521,2019-06-30
마을뒤야산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 영해면 사진리 산83,경상북도 영덕군 영해면 사진리 산83,36.538246,129.436810,330,100,Y,054-730-6521,,사진1지구,,,,미적용,,250,35,,,,영덕군,054-730-6521,2019-06-30
마을뒤 야산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 영해면 대진리 401-16,경상북도 영덕군 영해면 대진리 401-16,36.554646,129.436472,660,200,Y,054-730-6521,,대진2지구,,,,미적용,,150,20,,,,영덕군,054-730-6521,2019-06-30
대진1리 마을뒤 야산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 영해면 대진리 401-16,경상북도 영덕군 영해면 대진리 401-16,36.556292,129.428568,495,150,Y,054-730-6521,,대진1지구,,,,미적용,,230,30,,,,영덕군,054-730-6521,2019-06-30
마을뒤 야산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 영해면 대진리 401-16,경상북도 영덕군 영해면 대진리 401-16,36.561831,129.429326,495,150,Y,054-730-6521,,대진3지구,,,,미적용,,70,20,,,,영덕군,054-730-6521,2019-06-30
영덕경찰수련원,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 병곡면 덕천리 190-42,경상북도 영덕군 병곡면 덕천리 190-42,36.568802,129.416943,990,300,Y,054-730-6521,,덕천지구,,,,미적용,,500,20,,,,영덕군,054-730-6521,2019-06-30
7번국도변,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 병곡면 원황리 619-3,경상북도 영덕군 병곡면 원황리 619-3,36.576542,129.399714,990,300,Y,054-730-6521,,백석2지구,,,,미적용,,300,59,,,,영덕군,054-730-6521,2019-06-30
학생해양수련원,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 병곡면 거무역리 5-41,경상북도 영덕군 병곡면 거무역리 5-41,36.578637,129.412499695,1650,500,Y,054-730-6521,,거무역지구,,,,미적용,,100,21,,,,영덕군,054-730-6521,2019-06-30
영리 야산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 병곡면 영리 296,경상북도 영덕군 병곡면 영리 296,36.594331,129.402308,990,300,Y,054-730-6521,,영4지구,,,,미적용,,600,49,,,,영덕군,054-730-6521,2019-06-30
마을 뒤 도로(국도변 철암산입구),지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 병곡면 병곡리 468,경상북도 영덕군 병곡면 병곡리 468,36.603526,129.405981,990,300,Y,054-730-6521,,병곡지구,,,,미적용,,500,52,,,,영덕군,054-730-6521,2019-06-30
바다향기펜션,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 병곡면 병곡리 24,경상북도 영덕군 병곡면 병곡리 24,36.603701,129.414894409,660,200,Y,054-730-6521,,병곡지구,,,,미적용,,300,49,,,,영덕군,054-730-6521,2019-06-30
병곡휴게소,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 병곡면 병곡리 331-9,경상북도 영덕군 병곡면 병곡리 331-9,36.606215,129.413252,2640,800,Y,054-730-6521,,병곡지구,,,,미적용,,600,41,,,,영덕군,054-730-6521,2019-06-30
철암산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 병곡면 백석리 269-2,경상북도 영덕군 병곡면 백석리 269-2,36.619014,129.409739,990,300,Y,054-730-6521,,백석1지구,,,,미적용,,400,56,,,,영덕군,054-730-6521,2019-06-30
철암산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 병곡면 백석리 269-2,경상북도 영덕군 병곡면 백석리 269-2,36.620907,129.409293,990,300,Y,054-730-6521,,백석1지구,,,,미적용,,400,56,,,,영덕군,054-730-6521,2019-06-30
동해안휴게소,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 병곡면 백석리 706,경상북도 영덕군 병곡면 백석리 706,36.623396368,129.411663727,990,300,Y,054-730-6521,,백석2지구,,,,미적용,,300,59,,,,영덕군,054-730-6521,2019-06-30
7번국도변,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 병곡면 원황리 619-3,경상북도 영덕군 병곡면 원황리 619-3,36.624989,129.411315,330,100,Y,054-730-6521,,거무역지구,,,,미적용,,480,24,,,,영덕군,054-730-6521,2019-06-30
칠보산도로변,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 병곡면 금곡리 산119-4,경상북도 영덕군 병곡면 금곡리 산119-4,36.638611,129.410600,660,200,Y,054-730-6521,,금곡1지구,,,,미적용,,300,79,,,,영덕군,054-730-6521,2019-06-30
마을뒷산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 남정면 남정면 구계리,경상북도 영덕군 남정면 남정면 구계리,36.641896,129.412771,330,100,Y,054-730-6521,,금진1지구,,,,미적용,,50,23,,,,영덕군,054-730-6521,2019-06-30
구국도변 공터,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 병곡면 금곡리 13-1,경상북도 영덕군 병곡면 금곡리 13-1,36.642051,129.420621,264,80,Y,054-730-6521,,금곡2지구,,,,미적용,,300,35,,,,영덕군,054-730-6521,2019-06-30
금곡1서낭당,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 병곡면 금곡리 332-1,경상북도 영덕군 병곡면 금곡리 332-1,36.642286,129.408859,495,150,Y,054-730-6521,,금곡1지구,,,,미적용,,800,28,,,,영덕군,054-730-6521,2019-06-30
구국도변 공터,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 영덕군 병곡면 금곡리 13-1,경상북도 영덕군 병곡면 금곡리 13-1,36.643406,129.422014,231,70,Y,054-730-6521,,금곡2지구,,,,미적용,,300,28,,,,영덕군,054-730-6521,2019-06-30
구7번국도,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 후포면 금음리 394-2,경상북도 울진군 후포면 금음리 394-2,36.645190,129.422408,1650,500,Y,054-789-4900,,금음지구3,,,,미적용,,200,20,,,,울진군,054-789-4900,2019-06-30
국도옆산마루측구,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 경상북도 울진군 후포면 금음리 259,경상북도 울진군 경상북도 울진군 후포면 금음리 259,36.660888,129.431039,990,300,Y,054-789-4900,,금음지구2,,,,미적용,,80,25,,,,울진군,054-789-4900,2019-06-30
반소골길,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 후포면 금음리 산295,경상북도 울진군 후포면 금음리 산295,36.665528,129.398723,990,300,Y,054-789-4900,,금음지구2,,,,미적용,,100,20,,,,울진군,054-789-4900,2019-06-30
코리아모텔뒷산,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 후포면 금음리 산155,경상북도 울진군 후포면 금음리 산155,36.6655803821,129.426569,1650,500,Y,054-789-4900,,금음지구2,,,,미적용,,250,24,,,,울진군,054-789-4900,2019-06-30
마을뒤공터,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 경상북도 울진군 후포면 금음리 114-6,경상북도 울진군 경상북도 울진군 후포면 금음리 114-6,36.667240,129.429487,660,200,Y,054-789-4900,,금음지구1,,,,미적용,,160,15,,,,울진군,054-789-4900,2019-06-30
어업무선국송신소,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 후포면 동해대로 307-18,경상북도 울진군 후포면 동해대로 307-18,36.6692848433,129.434671,990,300,Y,054-789-4900,,금음지구1,,,,미적용,,100,24,,,,울진군,054-789-4900,2019-06-30
구 7번국도,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 경상북도 울진군 후포면 금음리 385,경상북도 울진군 경상북도 울진군 후포면 금음리 385,36.673766,129.436249,1650,500,Y,054-789-4900,,금음지구3,,,,미적용,,300,40,,,,울진군,054-789-4900,2019-06-30
7번국도 옆 공장부지,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 경상북도 울진군 후포면 금음리 산1,경상북도 울진군 경상북도 울진군 후포면 금음리 산1,36.674975,129.440335,1650,500,Y,054-789-4900,,삼율지구3,,,,미적용,,200,30,,,,울진군,054-789-4900,2019-06-30
보성장여관,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 후포면 삼율리 246-2,경상북도 울진군 후포면 삼율리 246-2,36.6763119621,129.440494,660,200,Y,054-789-4900,,삼율지구3,,,,미적용,,250,15,,,,울진군,054-789-4900,2019-06-30
삼영아파트옥상,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 후포면 삼율리 280,경상북도 울진군 후포면 삼율리 280,36.6771898788,129.442122566,1320,400,Y,054-789-4900,,삼율지구2,,,,미적용,,150,20,,,,울진군,054-789-4900,2019-06-30
남울진청년회의소,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 후포면  정실2길 104,경상북도 울진군 후포면  정실2길 104,36.6776167481,129.435711689,990,300,Y,054-789-4900,,삼율지구3,,,,미적용,,350,20,,,,울진군,054-789-4900,2019-06-30
공영하이츠옥상,지진해일대피소,지진해일 긴급대피장소,기타,경상북도 울진군 후포면 삼율리 258,경상북도 울진군 후포면 삼율리 258,36.6772143142,129.439349598,1650,500,Y,054-789-4900,,삼율지구3,,,,미적용,,300,35,,,,울진군,054-789-4900,2019-06-30
마을뒷산고지대,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 경상북도 울진군 후포면 후포리 산96-17,경상북도 울진군 경상북도 울진군 후포면 후포리 산96-17,36.679380,129.441870,1320,400,Y,054-789-4900,,삼율지구2,,,,미적용,,100,20,,,,울진군,054-789-4900,2019-06-30
전망대,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 후포면 후포리 산141-13,경상북도 울진군 후포면 후포리 산141-13,36.680477,129.464702,660,200,Y,054-789-4900,,후포지구2,,,,미적용,,160,21,,,,울진군,054-789-4900,2019-06-30
후포교회,지진해일대피소,지진해일 긴급대피장소,공터,경상북도 울진군 후포면 후포면 후포리 623-29,경상북도 울진군 후포면 후포면 후포리 623-29,36.680862,129.452309,990,300,Y,054-789-4900,,후포지구4,,,,미적용,,100,17,,,,울진군,054-789-4900,2019-06-30
후포초등학교,지진해일대피소,지진해일 긴급대피장소,운동장,경상북도 울진군 후포면 삼율리 322,경상북도 울진군 후포면 삼율리 322,36.6810494667,129.441419,29700,9000,Y,054-789-4900,,삼율지구1,,,,미적용,,350,18,,,,울진군,054-789-4900,2019-06-30
